disease_korean_title,symptoms,okt_symptoms,disease_label
뇌간(∼의) 다발경화증,감각 및 운동마비,감각 및 운동 마비,274
뇌간(∼의) 다발경화증, 시신경염,시신경염,274
뇌간(∼의) 다발경화증, 레르미트징후(Lhermitte’s sign),레르 미트 징후 Lhermitte s sign,274
뇌간(∼의) 다발경화증, 복시,복시,274
뇌간(∼의) 다발경화증, 우토프징후(Uhthoff`s sign),우토프 징후 Uhthoff s sign,274
뇌간(∼의) 다발경화증,감각 및 운동마비,감각 및 운동 마비,274
뇌간(∼의) 다발경화증, 시신경염,시신경염,274
뇌간(∼의) 다발경화증, 레르미트징후(Lhermitte’s sign),레르 미트 징후 Lhermitte s sign,274
뇌간(∼의) 다발경화증, 복시,복시,274
뇌간(∼의) 다발경화증, 우토프징후(Uhthoff`s sign),우토프 징후 Uhthoff s sign,274
뇌간(∼의) 다발경화증,감각 및 운동마비,감각 및 운동 마비,274
뇌간(∼의) 다발경화증, 시신경염,시신경염,274
뇌간(∼의) 다발경화증, 레르미트징후(Lhermitte’s sign),레르 미트 징후 Lhermitte s sign,274
뇌간(∼의) 다발경화증, 복시,복시,274
뇌간(∼의) 다발경화증, 우토프징후(Uhthoff`s sign),우토프 징후 Uhthoff s sign,274
뇌간(∼의) 다발경화증,감각 및 운동마비,감각 및 운동 마비,274
뇌간(∼의) 다발경화증, 시신경염,시신경염,274
뇌간(∼의) 다발경화증, 레르미트징후(Lhermitte’s sign),레르 미트 징후 Lhermitte s sign,274
뇌간(∼의) 다발경화증, 복시,복시,274
뇌간(∼의) 다발경화증, 우토프징후(Uhthoff`s sign),우토프 징후 Uhthoff s sign,274
뇌간(∼의) 다발경화증,감각 및 운동마비,감각 및 운동 마비,274
뇌간(∼의) 다발경화증, 시신경염,시신경염,274
뇌간(∼의) 다발경화증, 레르미트징후(Lhermitte’s sign),레르 미트 징후 Lhermitte s sign,274
뇌간(∼의) 다발경화증, 복시,복시,274
뇌간(∼의) 다발경화증, 우토프징후(Uhthoff`s sign),우토프 징후 Uhthoff s sign,274
아이카디-구티에레스 증후군,뇌병증,뇌 병증,658
아이카디-구티에레스 증후군, 간과 비장 비대증,간과 비장 비대증,658
아이카디-구티에레스 증후군, 간수치 상승소두증,간수치 상승 소 두 증,658
아이카디-구티에레스 증후군, 지적 장애,지적 장애,658
아이카디-구티에레스 증후군, 경직,경직,658
아이카디-구티에레스 증후군, 근육 긴장 이상,근육 긴장 이상,658
아이카디-구티에레스 증후군, 근 긴장 저하,근 긴장 저하,658
아급성 괴사성 뇌병증[리이],습득한 운동 기능의 상실,습득 운동 기능 상실,643
아급성 괴사성 뇌병증[리이], 식욕 저하,식욕 저하,643
아급성 괴사성 뇌병증[리이], 구토,구토,643
아급성 괴사성 뇌병증[리이], 보챔,보채다,643
아급성 괴사성 뇌병증[리이], 전신 위약,전신 위약,643
아급성 괴사성 뇌병증[리이], 발작,발작,643
아급성 괴사성 뇌병증[리이], 젖산산증,젖산 산증,643
강직인간증후군,근육 강직,근육 강직,187
강직인간증후군, 근육통,근육통,187
강직인간증후군, 근육 경련,근육 경련,187
강직인간증후군, 관절 강직,관절 강직,187
돌발성 운동유발 이상운동,갑작스러운 운동에 의해 유발되는 이상운동증,갑작스럽다 운동 의하다 유발 되다 이상운 동 증,327
파르병,파킨슨병,파킨슨병,887
파르병, 근긴장 이상증,근 긴장 이상 증,887
파르병, 무도 무정위 운동,무도 무 정위 운동,887
파르병, 집중력 저하,집중 력 저하,887
파르병, 기억력 감퇴,기억 력 감퇴,887
파르병, 성격 변화,성격 변화,887
파르병, 정신증,정신증,887
파르병, 치패,치패,887
파르병, 연하곤란,연하곤란,887
파르병, 구음장애,구음 장애,887
파르병, 두통,두통,887
파르병, 현훈,현훈,887
파르병, 경기 ,경기,887
파르병, 배뇨 장애,배뇨 장애,887
진행성 핵상안근마비 [스틸-리차드슨-올스제위스키],신체균형실조,신체 균형 실조,814
진행성 핵상안근마비 [스틸-리차드슨-올스제위스키], 보행 이상,보행 이상,814
진행성 핵상안근마비 [스틸-리차드슨-올스제위스키], 안구운동마비,안구 운동 마비,814
진행성 핵상안근마비 [스틸-리차드슨-올스제위스키], 기분,기분,814
진행성 핵상안근마비 [스틸-리차드슨-올스제위스키], 행동,행동,814
진행성 핵상안근마비 [스틸-리차드슨-올스제위스키], 성격의 변화,성격 변화,814
할러포르덴-스파츠병,근육긴장이상,근육 긴장 이상,943
할러포르덴-스파츠병, 근육 경직,근육 경직,943
할러포르덴-스파츠병, 갑작스런 불수의근 연축 등.,갑작스럽다 불수 의근 연 축 등,943
색소성 담창구변성,근육긴장이상,근육 긴장 이상,525
색소성 담창구변성, 근육 경직,근육 경직,525
색소성 담창구변성, 갑작스런 불수의근 연축 등,갑작스럽다 불수 의근 연 축 등,525
상세불명의 척수성 근위축,진행성의 근육 약화와 위축,진행 성의 근육 약화 위축,522
상세불명의 척수성 근위축, 근긴장저하,근 긴장 저하,522
상세불명의 척수성 근위축, 운동발달 지연,운동 발달 지연,522
상세불명의 척수성 근위축, 성장장애,성장 장애,522
상세불명의 척수성 근위축, 호흡부전,호흡부전,522
상세불명의 척수성 근위축, 척추측만증,척추측만증,522
기타 척수성 근위축 및 관련 증후군,진행성의 근육 약화와 위축,진행 성의 근육 약화 위축,258
기타 척수성 근위축 및 관련 증후군, 근긴장저하,근 긴장 저하,258
기타 척수성 근위축 및 관련 증후군, 운동발달 지연,운동 발달 지연,258
기타 척수성 근위축 및 관련 증후군, 성장장애,성장 장애,258
기타 척수성 근위축 및 관련 증후군, 호흡부전,호흡부전,258
기타 척수성 근위축 및 관련 증후군, 척추측만증,척추측만증,258
"운동신경세포병(단, 기타 및 상세불명의 운동신경세포병(G12.28)은 제외)",손과 다리가 약해짐,손 다리 약해지다,718
"운동신경세포병(단, 기타 및 상세불명의 운동신경세포병(G12.28)은 제외)", 연하곤란,연하곤란,718
"운동신경세포병(단, 기타 및 상세불명의 운동신경세포병(G12.28)은 제외)", 호흡곤란,호흡 곤란,718
"운동신경세포병(단, 기타 및 상세불명의 운동신경세포병(G12.28)은 제외)", 점진적인 근육위축과 약화,점진 적 근 육 위축 약화,718
"운동신경세포병(단, 기타 및 상세불명의 운동신경세포병(G12.28)은 제외)", 근육강직,근육 강직,718
"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축",근육손실,근육 손실,699
"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축", 근육수축,근육 수축,699
"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축", 대변실금,대 변실금,699
"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축", 때때로 부정맥이 나타남,때때로 부정맥 나타남,699
"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축", 신체의 반사 능력이 떨어짐,신체 반사 능력 떨어지다,699
"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축", 요실금,요실금,699
"연소형, Ⅲ형[쿠겔베르그-벨란더] 척수성 근위축", 호흡에 장애가 생,호흡 장애 생,699
어깨종아리형 척수성 근위축,어깨,어깨,680
어깨종아리형 척수성 근위축, 종아리 근육의 진행성 근력 약화,종아리 근육 진행 성 근력 약화,680
어깨종아리형 척수성 근위축, 근육 위축,근육 위축,680
어깨종아리형 척수성 근위축, 심부건반사 소실,심 부건 반사 소실,680
어깨종아리형 척수성 근위축, 후두마비,후두 마비,680
어깨종아리형 척수성 근위축, 근골격계 변형,근 골격계 변형,680
"소아형, Ⅱ형 척수성 근위축",진행성의 근육 약화와 위축,진행 성의 근육 약화 위축,593
"소아형, Ⅱ형 척수성 근위축", 근긴장저하,근 긴장 저하,593
"소아형, Ⅱ형 척수성 근위축", 운동발달 지연,운동 발달 지연,593
"소아형, Ⅱ형 척수성 근위축", 성장장애,성장 장애,593
"소아형, Ⅱ형 척수성 근위축", 호흡부전,호흡부전,593
"소아형, Ⅱ형 척수성 근위축", 척추측만증,척추측만증,593
소아기의 진행성 연수마비[파지오-론데],구음장애,구음 장애,592
소아기의 진행성 연수마비[파지오-론데], 부정확한 발음,부 정확하다 발음,592
소아기의 진행성 연수마비[파지오-론데], 섭식장애,섭식장애,592
소아기의 진행성 연수마비[파지오-론데], 안검하수,안검 하수,592
소아기의 진행성 연수마비[파지오-론데], 얼굴 근육의 약화,얼굴 근육 약화,592
성인형 척수성 근위축,근위부 근쇠약과 위축,근 위부 근 쇠약 위축,585
원위 척수성 근위축,특히 하지의 진행성 근력 약화,특히 하다 진행 성 근력 약화,726
원위 척수성 근위축, 근육 위축,근육 위축,726
원위 척수성 근위축, 근골격계 변형,근 골격계 변형,726
원위 척수성 근위축, 심부건반사 소실,심 부건 반사 소실,726
원위 척수성 근위축, 후두마비,후두 마비,726
기타 유전성 척수성 근위축,진행하는 양상의 근위부 근육 위축,진행 하다 양상 근 위부 근육 위축,256
"영아척수성 근위축, I형[베르드니히-호프만]",관절의 과운동성,관절 과 운동 성,703
"영아척수성 근위축, I형[베르드니히-호프만]", 건(Tendon)반사가 소실,건 Tendon 반사 소실,703
"영아척수성 근위축, I형[베르드니히-호프만]", 혀 근육의 속상수축(fasciculation),혀 근육 속 상수 축 fasciculation,703
"영아척수성 근위축, I형[베르드니히-호프만]", 엉덩이관절 외전,엉덩이 관절 외전,703
"영아척수성 근위축, I형[베르드니히-호프만]", 흡인성 폐,흡인 성 폐,703
기타 유전성 운동실조,걸음걸이의 이상,걸음걸이 이상,255
기타 유전성 운동실조, 손 운동이상,손 운동 이상,255
기타 유전성 운동실조, 안구 떨림 및 발음장애,안구 떨리다 및 발음 장애,255
기타 유전성 운동실조,걸음걸이의 이상,걸음걸이 이상,255
기타 유전성 운동실조, 손 운동이상,손 운동 이상,255
기타 유전성 운동실조, 안구 떨림 및 발음장애,안구 떨리다 및 발음 장애,255
기타 유전성 운동실조,걸음걸이의 이상,걸음걸이 이상,255
기타 유전성 운동실조, 손 운동이상,손 운동 이상,255
기타 유전성 운동실조, 안구 떨림 및 발음장애,안구 떨리다 및 발음 장애,255
유전성 소뇌의 운동실조 NOS,보행 장애,보행 장애,740
유전성 소뇌의 운동실조 NOS, 구음장애,구음 장애,740
유전성 소뇌의 운동실조 NOS, 시신경 위축,시신경 위축,740
유전성 소뇌의 운동실조 NOS, 눈근육마비,눈 근육 마비,740
유전성 소뇌의 운동실조 NOS, 안진,안다,740
유전성 소뇌의 운동실조 NOS, 망막병증,망막 병증,740
유전성 소뇌의 운동실조 NOS, 복시,복시,740
유전성 소뇌의 운동실조 NOS, 감각상실,감각 상실,740
유전성 소뇌의 운동실조 NOS, 근육 위축,근육 위축,740
유전성 소뇌의 운동실조 NOS, 지적장애,지적장애,740
기타 유전성 운동실조,걸음걸이의 이상,걸음걸이 이상,255
기타 유전성 운동실조, 손 운동이상,손 운동 이상,255
기타 유전성 운동실조, 안구 떨림 및 발음장애,안구 떨리다 및 발음 장애,255
기타 유전성 운동실조,걸음걸이의 이상,걸음걸이 이상,255
기타 유전성 운동실조, 손 운동이상,손 운동 이상,255
기타 유전성 운동실조, 안구 떨림 및 발음장애,안구 떨리다 및 발음 장애,255
유전성 강직성 하반신마비,근육 강직,근육 강직,735
유전성 강직성 하반신마비, 허약한 다리 근육,허약하다 다리 근육,735
유전성 강직성 하반신마비, 몸의 균형을 잡기 어려움,몸 균형 잡기 어려움,735
유전성 강직성 하반신마비, 보행 장애,보행 장애,735
DNA복구결손을 수반한 소뇌성 운동실조,실조,실조,125
DNA복구결손을 수반한 소뇌성 운동실조, 모세혈관의 확장(점막과 피부의 붉은 병변) ,모세혈관 확장 점막 피부 붉다 병변,125
DNA복구결손을 수반한 소뇌성 운동실조, 성장 지연,성장 지연,125
DNA복구결손을 수반한 소뇌성 운동실조, 면역력의 약화,면역 력 약화,125
DNA복구결손을 수반한 소뇌성 운동실조, 악성 종양,악성 종양,125
DNA복구결손을 수반한 소뇌성 운동실조, 림프종,림프종,125
모세혈관확장성 운동실조[루이-바],모세혈관의 확장(점막과 피부에 붉은 병변),모세혈관 확장 점막 피부 붉다 병변,415
모세혈관확장성 운동실조[루이-바], 조화운동불능증,조화 운동 불능 증,415
모세혈관확장성 운동실조[루이-바], 틱(tic),틱 tic,415
모세혈관확장성 운동실조[루이-바], 성장지연,성 장지연,415
모세혈관확장성 운동실조[루이-바], 면역력의 약화,면역 력 약화,415
만기발병 소뇌성 운동실조(발병은 보통 20세 이후),진행하는 양상의 소뇌성 운동실조,진행 하다 양상 소뇌 성 운동 실조,387
마이오클로누스[헌트운동실조]을(를) 동반한 조기발병 소뇌성 운동실조,근간대경련,근간 대 경련,385
마이오클로누스[헌트운동실조]을(를) 동반한 조기발병 소뇌성 운동실조, 보행장애,보행 장애,385
마이오클로누스[헌트운동실조]을(를) 동반한 조기발병 소뇌성 운동실조, 구음장애,구음 장애,385
마이오클로누스[헌트운동실조]을(를) 동반한 조기발병 소뇌성 운동실조, 발작,발작,385
X-연관 열성 척수소뇌성 운동실조,보행 장애,보행 장애,161
X-연관 열성 척수소뇌성 운동실조, 구음장애,구음 장애,161
X-연관 열성 척수소뇌성 운동실조, 안진,안다,161
X-연관 열성 척수소뇌성 운동실조, 눈근육마비,눈 근육 마비,161
X-연관 열성 척수소뇌성 운동실조, 안진,안다,161
X-연관 열성 척수소뇌성 운동실조, 망막병증,망막 병증,161
X-연관 열성 척수소뇌성 운동실조, 빈혈,빈혈,161
조기발병 소뇌성 운동실조(발병은 보통 20세 이전),보행장애,보행 장애,788
조기발병 소뇌성 운동실조(발병은 보통 20세 이전), 구음장애,구음 장애,788
조기발병 소뇌성 운동실조(발병은 보통 20세 이전), 안진,안다,788
조기발병 소뇌성 운동실조(발병은 보통 20세 이전), 감각 저하,감각 저하,788
조기발병 소뇌성 운동실조(발병은 보통 20세 이전), 경직,경직,788
본태성 떨림을(를) 동반한 조기발병 소뇌성 운동실조,떨림,떨리다,478
본태성 떨림을(를) 동반한 조기발병 소뇌성 운동실조, 보행장애,보행 장애,478
본태성 떨림을(를) 동반한 조기발병 소뇌성 운동실조, 구음장애,구음 장애,478
본태성 떨림을(를) 동반한 조기발병 소뇌성 운동실조, 안진,안다,478
본태성 떨림을(를) 동반한 조기발병 소뇌성 운동실조, 감각 저하,감각 저하,478
본태성 떨림을(를) 동반한 조기발병 소뇌성 운동실조, 경직,경직,478
보류된 힘줄반사을(를) 동반한 조기발병 소뇌성 운동실조,보행장애,보행 장애,465
보류된 힘줄반사을(를) 동반한 조기발병 소뇌성 운동실조, 구음장애,구음 장애,465
보류된 힘줄반사을(를) 동반한 조기발병 소뇌성 운동실조, 안진,안다,465
보류된 힘줄반사을(를) 동반한 조기발병 소뇌성 운동실조, 감각 저하,감각 저하,465
보류된 힘줄반사을(를) 동반한 조기발병 소뇌성 운동실조, 경직,경직,465
프리드라이히운동실조(보통염색체열성),요족,요족,928
프리드라이히운동실조(보통염색체열성), 연하곤란,연하곤란,928
프리드라이히운동실조(보통염색체열성), 척추측만증,척추측만증,928
프리드라이히운동실조(보통염색체열성), 심장근육병증,심장근 육 병증,928
선천성 비진행성 운동실조,보행장애,보행 장애,559
선천성 비진행성 운동실조, 구음장애,구음 장애,559
선천성 비진행성 운동실조, 안진,안다,559
선천성 비진행성 운동실조, 학습장애,학습장애,559
헌팅톤병,손·발·얼굴·몸통에 있는 불수의근의 점진적인 변화,손 발 얼굴 몸통 있다 불수 의근 점진 적 변화,954
헌팅톤병, 인지능력과 기억능력의 점진적인 감퇴,인지 능력 기 억 능력 점진 적 감퇴,954
헌팅톤병, 신경학적 운동이상,신경학 적 운동 이상,954
헌팅톤무도병,손·발·얼굴·몸통에 있는 불수의근의 점진적인 변화,손 발 얼굴 몸통 있다 불수 의근 점진 적 변화,953
헌팅톤무도병, 인지능력과 기억능력의 점진적인 감퇴,인지 능력 기 억 능력 점진 적 감퇴,953
헌팅톤무도병, 신경학적 운동이상,신경학 적 운동 이상,953
라스무센 뇌염,뇌염,뇌염,346
라스무센 뇌염, 반부전 마비,반 부전 마비,346
라스무센 뇌염, 지적장애,지적장애,346
자가면역 뇌염,기억력장애,기억 력 장애,756
자가면역 뇌염, 언어장애,언어장애,756
자가면역 뇌염, 이상 행동,이상 행동,756
자가면역 뇌염, 인지장애,인지장애,756
자가면역 뇌염, 정신증,정신증,756
자가면역 뇌염, 경련,경련,756
자가면역 뇌염, 이상운동증,이상운 동 증,756
자가면역 뇌염, 실조증,실 조증,756
자가면역 뇌염, 자율신경이상,자율신경 이상,756
자가면역 뇌염, 혼수,혼수,756
레트증후군,의사소통 기능 상실,의사소통 기능 상실,359
레트증후군, 반복적이고 무의미한 손놀림,반복 적 무의미하다 손 놀림,359
레트증후군, 자폐증과 같은 행동,자폐증 같다 행동,359
레트증후군, 보행 행위상실증,보행 행위 상 실증,359
레트증후군, 성장지연,성 장지연,359
레트증후군, 후천성 소두증,후천 성 소 두 증,359
레트증후군, 발작,발작,359
레트증후군, 다리의 경축,다리 경축,359
레트증후군, 운동실조,운동 실조,359
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너],수용언어상실증,수용 언어 상 실증,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 표현언어상실증,표현 언어 상 실증,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 간질성 발작,간질 성 발작,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 인식불능증,인식불능증,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 공격적 성향,공격 적 성향,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 섭취 장애,섭취 장애,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 수면문제,수면 문제,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 우울증,우울증,276
뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너], 과다활동,과 활동,276
카다실,재발되는 뇌졸중,재발 되다 뇌졸중,835
카다실, 인지기능 장애 및 치매,인지 기능 장애 및 치매,835
카다실, 편두통,편두통,835
카다실, 우울증 및 기타 기분장애,우울증 및 기타 기분장애,835
선천성 전신지방디스트로피,간비대,간 비대,570
선천성 전신지방디스트로피, 골격근비대,골격근 비대,570
선천성 전신지방디스트로피, 당뇨,당뇨,570
선천성 전신지방디스트로피, 지방위축,지방 위축,570
알파-1-항트립신결핍,폐질환,폐 질환,671
알파-1-항트립신결핍, 간질환,간질 환,671
알파-1-항트립신결핍, 지방층염,지방 층염,671
국소적 아밀로이드증,심장·신장·간·비장·피부·위·장 손상,심장 신장 간 비장 피부 위 장 손상,226
국소적 아밀로이드증, 어지러움,어지러움,226
국소적 아밀로이드증, 체중 감소,체중 감소,226
국소적 아밀로이드증, 피로,피로,226
국소적 아밀로이드증, 호흡곤란,호흡 곤란,226
국소적 아밀로이드증,심장·신장·간·비장·피부·위·장 손상,심장 신장 간 비장 피부 위 장 손상,226
국소적 아밀로이드증, 어지러움,어지러움,226
국소적 아밀로이드증, 체중 감소,체중 감소,226
국소적 아밀로이드증, 피로,피로,226
국소적 아밀로이드증, 호흡곤란,호흡 곤란,226
비신경병성 유전가족성 아밀로이드증,심장·신장·간·비장·피부·위·장 손상,심장 신장 간 비장 피부 위 장 손상,501
비신경병성 유전가족성 아밀로이드증, 어지러움,어지러움,501
비신경병성 유전가족성 아밀로이드증, 체중 감소,체중 감소,501
비신경병성 유전가족성 아밀로이드증, 피로,피로,501
비신경병성 유전가족성 아밀로이드증, 호흡곤란,호흡 곤란,501
아밀로이드다발신경병증(포르투갈),감각소실,감각 소실,652
아밀로이드다발신경병증(포르투갈), 운동기능소실,운동 기능 소실,652
아밀로이드다발신경병증(포르투갈), 자율신경계이상,자율신경계 이상,652
아밀로이드다발신경병증(포르투갈), 체중감소,체중 감소,652
아밀로이드다발신경병증(포르투갈), 심근병증,심근병증,652
신경병성 유전가족성 아밀로이드증,감각소실,감각 소실,627
신경병성 유전가족성 아밀로이드증, 운동 기능 소실,운동 기능 소실,627
신경병성 유전가족성 아밀로이드증, 자율 신경계이상,자율 신경계 이상,627
신경병성 유전가족성 아밀로이드증, 체중감소,체중 감소,627
신경병성 유전가족성 아밀로이드증, 심근병증,심근병증,627
가족성 지중해열,관절통,관절통,175
가족성 지중해열, 단백뇨,단백뇨,175
가족성 지중해열, 발열,발열,175
가족성 지중해열, 발진,발진,175
가족성 지중해열, 복통,복통,175
가족성 지중해열, 흉통,흉통,175
비신경병성 유전가족성 아밀로이드증,심장·신장·간·비장·피부·위·장 손상,심장 신장 간 비장 피부 위 장 손상,501
비신경병성 유전가족성 아밀로이드증, 어지러움,어지러움,501
비신경병성 유전가족성 아밀로이드증, 체중 감소,체중 감소,501
비신경병성 유전가족성 아밀로이드증, 피로,피로,501
비신경병성 유전가족성 아밀로이드증, 호흡곤란,호흡 곤란,501
비신경병성 유전가족성 아밀로이드증,심장·신장·간·비장·피부·위·장 손상,심장 신장 간 비장 피부 위 장 손상,501
비신경병성 유전가족성 아밀로이드증, 어지러움,어지러움,501
비신경병성 유전가족성 아밀로이드증, 체중 감소,체중 감소,501
비신경병성 유전가족성 아밀로이드증, 피로,피로,501
비신경병성 유전가족성 아밀로이드증, 호흡곤란,호흡 곤란,501
원위장폐쇄증후군,갑작스럽게 발생하는 복통,갑작스럽다 발생 하다 복통,728
원위장폐쇄증후군, 구토,구토,728
낭성 섬유증에서의 태변장폐색,기침,기침,266
낭성 섬유증에서의 태변장폐색, 만성기관지염,만 성 기관지염,266
낭성 섬유증에서의 태변장폐색, 무호흡,무 호흡,266
낭성 섬유증에서의 태변장폐색, 복부 팽만,복부 팽,266
낭성 섬유증에서의 태변장폐색, 지방변,지방 변,266
장증상을 동반한 낭성 섬유증,기침,기침,762
장증상을 동반한 낭성 섬유증, 만성기관지염,만 성 기관지염,762
장증상을 동반한 낭성 섬유증, 무호흡,무 호흡,762
장증상을 동반한 낭성 섬유증, 복부 팽만,복부 팽,762
장증상을 동반한 낭성 섬유증, 지방변,지방 변,762
폐증상을 동반한 낭성 섬유증,기침,기침,905
폐증상을 동반한 낭성 섬유증, 만성기관지염,만 성 기관지염,905
폐증상을 동반한 낭성 섬유증, 무호흡,무 호흡,905
폐증상을 동반한 낭성 섬유증, 복부 팽만,복부 팽,905
폐증상을 동반한 낭성 섬유증, 지방변,지방 변,905
비타민D저항골연화증,단신(작은 키),단신 작다 키,504
비타민D저항골연화증, 척추측만증,척추측만증,504
비타민D저항골연화증, 다리의 변형 (내반슬 또는 외반슬),다리 변형 내 반 슬 또는 외반슬,504
비타민D저항골연화증, 두개골조기유합증,두개골 조 기유 합증,504
비타민D저항골연화증, 키아리 I 기형(Chiari I malformation),키 아리 I 기형 Chiari I malformation,504
비타민D저항골연화증, 치아 농양,치아 농양,504
비타민D저항골연화증, 관절 통증,관절 통증,504
비타민D저항골연화증, 청력 손실이 발생할 수 있습니다.,청력 손실 발생 하다 수 있다,504
산성인산분해효소결핍,구토,구토,514
산성인산분해효소결핍, 근육 저긴장증,근육 저 긴장 증,514
산성인산분해효소결핍, 무기력증,무기력증,514
산성인산분해효소결핍, 후궁반장(opisthotonos),후궁 반장 opisthotonos,514
산성인산분해효소결핍, 출혈,출혈,514
산성인산분해효소결핍, 감염,감염,514
산성인산분해효소결핍, 골격이상,골격 이상,514
산성인산분해효소결핍, 저신장,저 신장,514
산성인산분해효소결핍, 자가면역질환,자가면역질환,514
비타민D저항골연화증,단신(작은 키),단신 작다 키,504
비타민D저항골연화증, 척추측만증,척추측만증,504
비타민D저항골연화증, 다리의 변형 (내반슬 또는 외반슬),다리 변형 내 반 슬 또는 외반슬,504
비타민D저항골연화증, 두개골조기유합증,두개골 조 기유 합증,504
비타민D저항골연화증, 키아리 I 기형(Chiari I malformation),키 아리 I 기형 Chiari I malformation,504
비타민D저항골연화증, 치아 농양,치아 농양,504
비타민D저항골연화증, 관절 통증,관절 통증,504
비타민D저항골연화증, 청력 손실이 발생할 수 있습니다.,청력 손실 발생 하다 수 있다,504
저인산효소증,치아의 조기탈락이 가장 특징적이며,치아 조 기 탈락 가장 특징 적,767
저인산효소증, 뼈의 석화작용에 장애가 있어서 골연화증,뼈 석화 작용 장애 있다 골연화증,767
저인산효소증, 구루병이 흔히 동반합니다. 골격계 증상으로는 뼈 통증,구루병 흔하다 동반 하다 골격계 증상 뼈 통증,767
저인산효소증, 근육통,근육통,767
저인산효소증, 병적 골절 등이 있으며 비골격계 증상으로는 치아의 조기탈락과 poor dentition,병적 골절 등 있다 비 골격계 증상 치아 조 기 탈락 poor dentition,767
저인산효소증, 경련,경련,767
저인산효소증, 고칼슘뇨증 및 신석회화증도 관찰됩니다.,고 칼슘 뇨증 및 신 석 회화 증도 관찰 되다,767
인대사 및 인산분해효소 장애,골격 변형 및 내반슬,골격 변형 및 내 반 슬,752
인대사 및 인산분해효소 장애, 저신장,저 신장,752
인대사 및 인산분해효소 장애, 저인산혈증,저 인산 혈증,752
인대사 및 인산분해효소 장애, 치아 농양,치아 농양,752
인대사 및 인산분해효소 장애, 치아 변형 및 통증,치아 변형 및 통증,752
인대사 및 인산분해효소 장애, 척추측만증,척추측만증,752
인대사 및 인산분해효소 장애, 두개골조기유합증,두개골 조 기유 합증,752
인대사 및 인산분해효소 장애, 관절 통증,관절 통증,752
인대사 및 인산분해효소 장애, 청력 손실이 발생할 수 있습니다.,청력 손실 발생 하다 수 있다,752
가족성 저인산혈증,다리의 변형,다리 변형,173
가족성 저인산혈증, 작은 키,작다 키,173
가족성 저인산혈증, 척추측만증,척추측만증,173
가족성 저인산혈증, 두개골조기유합증,두개골 조 기유 합증,173
가족성 저인산혈증, 치아 농양,치아 농양,173
가족성 저인산혈증, 관절 통증,관절 통증,173
가족성 저인산혈증, 청력 손실이 발생할 수 있습니다.,청력 손실 발생 하다 수 있다,173
장병성 말단피부염,피부발진,피부 발진,760
장병성 말단피부염, 설사,설사,760
장병성 말단피부염, 감염,감염,760
장병성 말단피부염, 빈혈,빈혈,760
장병성 말단피부염, 탈모,탈모,760
장병성 말단피부염, 성장부진,성장 부진,760
혈색소증,고혈당,고 혈당,964
혈색소증, 고환위축,고환 위축,964
혈색소증, 관절염 및 관절통,관절염 및 관절통,964
혈색소증, 만성피로,만성 피로,964
혈색소증, 무월경,무 월경,964
혈색소증, 복통,복통,964
혈색소증, 성욕감퇴 또는 발기부전,성욕 감퇴 또는 발기부전,964
혈색소증, 피부 색소침착,피부 색소 침착,964
특발성 폐 헤모시데린증,증상으로 빈호흡,증상 빈 호흡,884
특발성 폐 헤모시데린증, 호흡곤란,호흡 곤란,884
특발성 폐 헤모시데린증, 빈맥,빈맥,884
특발성 폐 헤모시데린증, 청색증,청색 증,884
특발성 폐 헤모시데린증, 발열,발열,884
특발성 폐 헤모시데린증, 빈혈,빈혈,884
특발성 폐 헤모시데린증, 객혈,객혈,884
특발성 폐 헤모시데린증, 성장 부전이 있습니다.,성장 부전 있다,884
멘케스(꼬인모발)( 강모)병,경련,경련,403
멘케스(꼬인모발)( 강모)병, 모발 및 피부변화,모발 및 피부 변화,403
멘케스(꼬인모발)( 강모)병, 발달지연,발달 지연,403
윌슨병,간기능 장애(황달,간 기능 장애 황달,734
윌슨병, 간염),간염,734
윌슨병, 신경 증상(보행장애,신경 증상 보행 장애,734
윌슨병, 발음장애,발음 장애,734
윌슨병, 진전),진전,734
윌슨병, 용혈성 빈혈,용혈 성 빈혈,734
구리대사장애,간기능 장애,간 기능 장애,224
구리대사장애, 신경 증상,신경 증상,224
구리대사장애, 용혈성 빈혈,용혈 성 빈혈,224
구리대사장애, 모발 및 피부변화,모발 및 피부 변화,224
구리대사장애, 발달지연,발달 지연,224
포르피린증 NOS,복통,복통,912
포르피린증 NOS, 구토,구토,912
