_id,research_title,research_url,research_author,research_institution,research_name,research_volumn,research_year,research_language,research_subject,research_type,research_page
65e6f4b47436f20b02adf17b,가족성 주기성 현훈 및 운동 실조증 1례 = Familial Periodic Vertigo and Ataxia(A Case Report),https://www.riss.kr/link?id=A18771716,김미숙 (울산 동강병원 신경과) ;  김동욱 (울산 동강병원 신경과) ;  이태희 (울산 동강병원 신경과) ;  오희종 (대구효성가톨릭대학병원 신경과학교실),대한신경과학회,대한신경과학회지(Journal of the Korean Neurological Association),Vol.16 No.1 [1998],1998,Korean,513,KCI등재,학술저널
65e6f4b77436f20b02adf17c,일란성 쌍생아에서 동시 발생한 양측성 Legg-Calve-Perthes병 = Simultaneous Occurrence of Bilateral Legg-Calve-Perthes Disease in Identical Twins,https://www.riss.kr/link?id=A104600689,노성만 ;  윤택림 ;  정성택 ;  선종근 ;  허창익,대한정형외과학회,대한정형외과학회지(The Journal of the Korean orthopaedic association),Vol.39 No.6 [2004],2004,-,KCI등재후보,학술저널,http://www.koa.or.kr
65e6f4bb7436f20b02adf17d,Meckel-Gruber 증후군 -1예 보고- = Meckel-Gruber Syndrome - An autopsy case report-,https://www.riss.kr/link?id=A18766179,강경하 (국립의료원 해부병리과) ;  김덕환 (국립의료원 해부병리과) ;  장희진 (국립의료원 해부병리과) ;  김인숙 (국립의료원 해부병리과) ;  김덕환 (국립의료원 해부병리과) ;  장희진 (국립의료원 해부병리과) ;  김인숙 (국립의료원 해부병리과) ;  손진희 (국립의료원 해부병리과) ;  서정일 (국립의료원 해부병리과),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.28 No.2 [1994],1994,Korean,Meckel-Gruber syndrome ;  Polycystic kidney ;  Hepatic fibrosis with bile duct proliferation,511.805,KCI등재
65e6f4be7436f20b02adf17e,외래 및 처방약에 대한 본인부담률 인하가 입원진료강도에 미치는 영향 = The effect on inpatient care intensityofdecreaseddemand-side cost sharing in outpatient medical and drug service,https://www.riss.kr/link?id=A351380,"박지연 (국민건강보험공단 건강보험연구센터, 경기대학교 경제학부)",京畿大學校附設 韓國産業經濟硏究所(The Korean Institute of Industrial Studies Kyonggi University ),産業硏究(Journal of industrial studies),Vol.19 No.- [2006],2006,Korean,323.05,학술저널,195-216(22쪽)
65e6f4c27436f20b02adf17f,‘루게릭 네트워크’온라인 환자공동체 참여경험: 근거이론 접근 = The Experience of Participating in the Online Patient Community of 'Lou Gehrig’s Network': Based on the Grounded Theory,https://www.riss.kr/link?id=A108760976,고형준 (강릉원주대학교) ;  이자명 (한국방송통신대학교),한국열린교육학회,열린교육연구(The Journal of Yeolin Education),Vol.31 No.5 [2023],2023,Korean,Lou Gehrig's disease ;  rare and intractable disease ;  online patient community ;  Lou Gehrig's network ;  self-help group ;  grounded theory ;  루게릭병 ;  희귀난치성질환 ;  온라인 환자공동체 ;  루게릭 네트워크 ;  자조집단 ;  근거이론,KCI등재,학술저널
65e6f4c67436f20b02adf180,전안부의 중배엽성 이상형성의 동반된 속발성 녹대장 = A Case of Secondary Glaucoma combined with Mesodermal Dysgenesis of Anterior Segment,https://www.riss.kr/link?id=A1993799,안태광 (영남대학교 의과대학 안과학교실) ;  한덕기 (영남대학교 의과대학 안과학교실) ;  박영훈 (영남대학교 의과대학 안과학교실),"영남대학교 의과대학(COLLEGE OF MEDICINE, YEUNGNAM UNIVERSITY)",Yeungnam University Journal of Medicine(Journal of Yeungnam Medical Science),Vol.7 No.1 [1990],1990,Korean,Glaucoma ;  Mesodermal dysgenesis,510.5,KCI등재
65e6f4c97436f20b02adf181,Mechanism of Toxic Shock Syndrome Toxin-1 as a Superantigen = 초항원으로 작용하는 toxic Shock Syndrome Toxin-1의 기전,https://www.riss.kr/link?id=A2037359,"Kim,Eun Ok (Department of Internal Medical, Asan Medical Center University of Ulsan College of Medicine) ;  Kim,Yang Soo (Department of Internal Medical, Asan Medical Center University of Ulsan College of Medicine) ;  Woo,Jun-Hee (Department of Internal Medical, Asan Medical Center University of Ulsan College of Medicine) ;  Rhu,Jiso (Department of Internal Medical, Asan Medical Center University of Ulsan College of Medicine)",대한감염학회(THE KOREAN SOCIETY OF INFECTIOUS DISEASES),감염,Vol.30 No.2 [1998],1998,English,superantigen ;  mechanism ;  TSST-1,513.90,학술저널
65e6f4ce7436f20b02adf182,진행성 화골성 근염 -증례 보고- = Myositis Ossificans Progressive -A Case Report-,https://www.riss.kr/link?id=A18778405,권용욱 (동국대학교 의과대학 재활의학교실),大韓再活醫學會,Annals of Rehabilitation Medicine,Vol.21 No.6 [1997],1997,Korean,Myositis ossificans progressive ;  Electrodiagnostic findings,"SCOPUS,KCI등재",학술저널
65e6f4d27436f20b02adf183,동형접합성 단백 C 결핍 환아의 치과적 치험례 = DENTAL TREATMENT OF A PEDIATRIC PATIENT WITH HOMOZYGOUS PROTEIN C DEFICIENCY : A CASE REPORT,https://www.riss.kr/link?id=A82406383,윤미 (단국대학교 치과대학 소아치과학교실) ;  김승오 (치과마취과교실) ;  김종수 (단국대학교 치과대학 소아치과학교실) ;  유승훈 (단국대학교 치과대학 소아치과학교실),大韓小兒齒科學會(The Korean Academy of Pediatric Dentistry ),大韓小兒齒科學會誌(JOURNAL OF THE KOREAN ACADEMY OF PEDIATRIC DENTISTRY ),Vol.37 No.2 [2010],2010,Korean,단백 C 결핍증 ;  전신마취 ;  항응고제 ;  INR ;  Protein C deficiency ;  General anesthesia ;  Anti-coagulant,617.645,KCI등재
65e6f4d57436f20b02adf184,혀에 발생한 장관성 낭종 = Enteric Cyst in the Tongue,https://www.riss.kr/link?id=A18766720,심정연 (연세대학교 의과대학 병리학교실) ;  김호근 (연세대학교 의과대학 병리학교실),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.31 No.11 [1997],1997,Korean,Enteric cyst ;  Tongue ;  Small intestinal mucosa,511.805,KCI등재
65e6f4d97436f20b02adf185,제 4-5 요추간 유합술 후 수술 방법에 따른 인접 분절의 퇴행성 변화 = 후외측 유합술과 후방 추체간 유합술의 비교연구,https://www.riss.kr/link?id=A76168428,안동기(Dong Ki Ahn) ;  이송(Song Lee) ;  정기웅(Ki Woong Jeong) ;  최대정(Dae Jung Choi) ;  차상규(Sang Kyu Cha) ;  조근호(Kun Ho Cho),대한정형외과학회,대한정형외과학회지(The Journal of the Korean orthopaedic association),Vol.41 No.2 [2006],2006,Korean,Adjacent segment ;  Degenerative change ;  Posterolateral fusion ;  Posterior lumbar interbody fusion ;  인접 분절 ;  퇴행성 변화 ;  후외측 유합술 ;  후방 추체간 유합술,KCI등재,학술저널
65e6f4dd7436f20b02adf186,뇌건황색종증 1예 -증례 보고- = A Case of Cerebrotendinous Xanthomatosis,https://www.riss.kr/link?id=A18778468,박창일 (연세대학교 의과대학 재활의학연구소) ;  김유철 (연세대학교 의과대학 재활의학연구소) ;  신지철 (연세대학교 의과대학 재활의학연구소) ;  김용욱 (연세대학교 의과대학 재활의학연구소) ;  임길병 (연세대학교 의과대학 재활의학연구소) ;  박창일 (연세대학교 의과대학 재활의학연구소) ;  김유철 (연세대학교 의과대학 재활의학연구소) ;  신지철 (연세대학교 의과대학 재활의학연구소) ;  김용욱 (연세대학교 의과대학 재활의학연구소),大韓再活醫學會,Annals of Rehabilitation Medicine,Vol.22 No.2 [1998],1998,Korean,Cerebrotendinous xanthomatosis ;  Cholestanol,"SCOPUS,KCI등재",학술저널
65e6f4e07436f20b02adf187,A case of Niemann-Pick disease type A,https://www.riss.kr/link?id=A104551786,유호연 ;  오지은 ;  박재선 ;  김미향 ;  김신동 ;  정경순,대한소아청소년과학회,Clinical and Experimental Pediatrics (CEP) (Korean Journal of Pediatrics),Vol.49 No.12 [2006],2006,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f4e47436f20b02adf188,일부 외국의 외래약제비 본인부담 차등화 사례 및 정책적 시사점,https://www.riss.kr/link?id=A99563770,김성옥,한국보건사회약료경영학회,한국보건사회약료경영학회 학술대회,Vol.2012 No.1 [2012],2012,Korean,학술저널,190-202(13쪽),eArticle
65e6f4e87436f20b02adf189,난소에서 일차적으로 기원한 저등급 자궁내막기질육종 1예 = A Case of primary ovarian low-grade endometrial stromal sarcoma,https://www.riss.kr/link?id=A60249907,이우희 ( Woo Hee Yi ) ;  신규식 ( Kyu Sik Shin ) ;  제구화 ( Goo Hwa Je ) ;  이화선 ( Hwa Sun Lee ) ;  백경돈 ( Kyung Don Baik ),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.55 No.9 [2012],2012,Korean,저등급 자궁내막기질육종 ;  난소 신생물 Sarcoma ;  endometrial stromal ;  low grade ;  Ovarian neoplasms,516,"KCI등재,SCOPUS,ESCI"
65e6f4eb7436f20b02adf18a,BALT 림프종과 병발한 식도에 발생한 MALT 림프종 1예 = A Case of Mucosa-Associated Lymphoid Tissue Lymphoma in the Esophagus Accompanied by Bronchus-Associated Lymphoid Tissue Lymphoma,https://www.riss.kr/link?id=A101604859,문창모 (연세대학교의과대학내과학교실) ;  김희만 (연세대학교의과대학내과학교실) ;  최종원 (연세대학교의과대학내과학교실) ;  서정훈 (국민건강보험공단 일산병원 소화기내과) ;  원선영 (국민건강보험공단 일산병원 소화기내과) ;  이천균 (국민건강보험공단 일산병원 소화기내과) ;  박인서 (국민건강보험공단 일산병원 소화기내과) ;  김진석 (국민건강보험공단 일산병원 혈액종양내과) ;  기정혜 (국민건강보험공단 일산병원 해부병리과) ;  조용석 (--),대한소화기내시경학회,Clinical Endoscopy(Clinical Endoscopy),Vol.27 No.3 [2003],2003,Korean,학술저널,http://www.gie.or.kr,137-142(6쪽)
65e6f4ef7436f20b02adf18b,독일의 첨단재생의료 접근성 제고에 관한 입법방안 연구 = A Study on Legal Basis for Access to Advanced Therapy Medicinal Product in Germany,https://www.riss.kr/link?id=A108254550,홍선기 (성균관대학교),한국입법학회,입법학연구,Vol.19 No.2 [2022],2022,Korean,첨단재생의료제품 ;  병원면제 ;  의약품법 ;  의료보험 ;  기본법 ;  Advanced Therapy Medicinal Product ;  Hospital Exemption ;  German Pharmaceutical Law ;  Medical insurance ;  German Basic Law,KCI등재,학술저널
65e6f4f47436f20b02adf18c,치아발생과정동안 FMRP과 MAP-1b의 발현양상에 대한 고찰 = The expression pattern of FMRP and MAP-1b during tooth development,https://www.riss.kr/link?id=A105936322,김현진 (원광대학교),대한구강해부학회,대한구강해부학회지(The Korean Journal of Oral Anatomy),Vol.38 No.1 [2017],2017,Korean,FMRP ;  MBP-1b ;  Tooth development ;  FMRP ;  MAP-1b ;  치아 발생,학술저널,43-48(6쪽)
65e6f4f87436f20b02adf18d,골반 방선상균증의 1예 = A Case of Pelvic Actinomycosis,https://www.riss.kr/link?id=A75600281,김병욱(BW Kim) ;  최정숙(JS Choi) ;  이춘범(CB Rhee) ;  신동옥(DO Shin) ;  이계룡(KY Lee),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.17 No.8 [1974],1974,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f4fb7436f20b02adf18e,산부인과 질병군에 대한 DRG 분류체계의 타당성 = The Adequacy on DRG Classification System in Obstetric Group,https://www.riss.kr/link?id=A40037467,김영주 ( Kim Yeong Ju ) ;  유연순 ( Yu Yeon Sun ) ;  이선희 ( Lee Seon Hui ) ;  정상혁 ( Jeong Sang Hyeog ) ;  유승흠 ( Yu Seung Heum ),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.46 No.11 [2003],2003,-,KDRG ;  Medical benefit payment from the insurance ;  Total medical reimbursement ;  Classification system ;  Complication ;  지불제도 ;  급여진료비 ;  총 진료비 ;  분류체계 ;  합병증,500,"KCI등재,SCOPUS,ESCI"
65e6f4ff7436f20b02adf18f,Syphilitic Osteomyelitis of the Clavicular Shaft Mimicking a Malignant Bone Tumor = A Case Report,https://www.riss.kr/link?id=A76171859,Dong-Soo Kim(김동수) ;  Yong-Min Kim(김용민) ;  Eui-Sung Choi(최의성) ;  Hyun-Chul Shon(손현철) ;  Kyoung-Jin Park(박경진) ;  Hu-Shan Cui(최호산) ;  Ok-Jun Lee(이옥준),대한정형외과학회,대한정형외과학회지(The Journal of the Korean orthopaedic association),Vol.42 No.5 [2007],2007,English,Clavicle ;  Syphilitic osteomyelitis ;  Bone tumor ;  쇄골 ;  매독성 골수염 ;  골 종양,KCI등재,학술저널
65e6f5037436f20b02adf190,난관에서 발생한 성숙기형종 = Mature Cystic Teratoma of the Fallopian Tube,https://www.riss.kr/link?id=A18766604,권계원 (경의분당 차병원 해부병리과) ;  안희정 (경의분당 차병원 해부병리과) ;  최윤정 (경의분당 차병원 해부병리과) ;  김복수 (경의분당 차병원 해부병리과) ;  배종엽 (연세대학교 의과대학 병리학교실),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.30 No.10 [1996],1996,Korean,Mature cystic teratoma ;  Fallopian tube,511.805,KCI등재
65e6f5077436f20b02adf191,구연 2 : 최근 5년간 수술전 혈액 예치를 위한 자가 수혈 분석,https://www.riss.kr/link?id=A101839975,김은영 ;  최광모 ;  서지영 ;  김은지,대한임상병리사협회,임상수혈검사학회 발표자료집(The Korean Society for Clinical Laboratory Blood Bank),Vol.2014 No.- [2014],2014,Korean,학술저널,43-43(1쪽),KISS
65e6f50b7436f20b02adf192,담낭 결핵 1예 = A Case of Gallbladder Tuberculosis,https://www.riss.kr/link?id=A18764364,엄중식 (고려대학교 의과대학 내과학교실) ;  김창덕 (고려대학교 의과대학 내과학교실) ;  이홍식 (고려대학교 의과대학 내과학교실) ;  진윤태 (고려대학교 의과대학 내과학교실) ;  송치욱 (고려대학교 의과대학 내과학교실) ;  류호상 (고려대학교 의과대학 내과학교실) ;  현진해 (고려대학교 의과대학 내과학교실),大韓消化器病學會,大韓消化器病學會誌(The Korean journal of gastroenterology),Vol.31 No.3 [1998],1998,Korean,담낭결핵 ;  Gallbladder tuberculosis,학술저널,383-386(4쪽)
65e6f50e7436f20b02adf193,무한증을 동반한 선천성 동통 무감각증: 추적검사 - l례 보고- = Congenital Insensitivity to Pain with Anhidrosis - Follow-up of 1 case -,https://www.riss.kr/link?id=A18778560,최은석 (가톨릭대학교 의과대학 재활의학교실) ;  이연수 (가톨릭대학교 의과대학 방사선과학교실) ;  양승한 (가톨릭대학교 의과대학 재활의학교실) ;  신지남 (가톨릭대학교 의과대학 재활의학교실) ;  김용석 (가톨릭대학교 의과대학 재활의학교실) ;  정경희 (가톨릭대학교 의과대학 재활의학교실),大韓再活醫學會,Annals of Rehabilitation Medicine,Vol.22 No.5 [1998],1998,Korean,Congenital insensitivity to pain with anhidrosis (CIPA) ;  Electrophysiologic examination ;  Nerve biopsy ;  Skin biopsy ;  Neuropathic joint,"SCOPUS,KCI등재",학술저널
65e6f5127436f20b02adf194,선천성 자궁낭종 = Congenital Uterine Cyst,https://www.riss.kr/link?id=A18766605,조창호 (포항선린병원 해부병리과),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.30 No.10 [1996],1996,Korean,Congenital cyst ;  Uterus ;  Intramural,511.805,KCI등재
65e6f5167436f20b02adf195,부신에 발생한 내피성 낭종 -1예 보고- = Endothelial Cyst of the Adrenal Gland -Report of a case-,https://www.riss.kr/link?id=A18766535,임성철 (조선대학교 의과대학 병리학교실) ;  이미숙 (조선대학교 의과대학 병리학교실) ;  김윤신 (조선대학교 의과대학 병리학교실) ;  기근홍 (조선대학교 의과대학 병리학교실) ;  정유경 (조선대학교 의과대학 병리학교실) ;  이미자 (조선대학교 의과대학 병리학교실) ;  정순봉 (조선대학교 의과대학 병리학교실),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.30 No.8 [1996],1996,Korean,Adrenal gland ;  Endothelial cyst ;  lymphangiomatous,511.805,KCI등재
65e6f51c7436f20b02adf196,S-393 : 신우신염으로 오인된 성인의 요막관 농양,https://www.riss.kr/link?id=A99808201,이정은 ;  최유아 ;  장윤경,대한내과학회,대한내과학회 추계학술대회(N/A),Vol.2013 No.1 [2013],2013,Korean,학술저널,236-236(1쪽),KISS
65e6f5207436f20b02adf197,LEOPARD 증후군 아동의 인공와우이식 후 청능재활 사례 연구 = A Case Report on Aural Rehabilitation after Cochlear Implantation in a Child with LEOPARD syndrome,https://www.riss.kr/link?id=A82676876,이미숙 ( Mi Sook Lee ) ;  조수진 ( Soo Jin Cho ),한국특수아동학회,특수아동교육연구(The Journal of Special Children Education),Vol.13 No.3 [2011],2011,Korean,LEOPARD 증후군 ;  인공와우이식 ;  증후군성 난청 ;  청능재활 ;  Aural rehabilitation ;  Cochlear implantation ;  LEOPARD syndrome ;  Syndromic hearing Loss,379.05,KCI등재
65e6f5237436f20b02adf198,배뇨 후 벼락 두통을 동반한 방광 갈색세포종 1예,https://www.riss.kr/link?id=A60249492,이신준 ;  신호식 ;  정연순 ;  임학,대한내과학회,대한내과학회 추계학술대회(N/A),Vol.2011 No.1 [2011],2011,Korean,513,학술저널,245-245(1쪽)
65e6f5277436f20b02adf199,아세틸콜린 수용체 항체(Acetylcholine receptor autoantibody) 검사의 의의 = The Significance of Acetylcholine Receptor Autoantibody Test,https://www.riss.kr/link?id=A101518798,"유소연 ;  임수연 ;  백송란 ;  서미혜 ;  문형호 ;  유선희 ;  Yoo, Soh-Yeon ;  Lim, Soo-Yeon ;  Pack, Song-Ran ;  Seo, Mi-Hye ;  Moon, Hyung-Ho ;  You, Sun-Hee",대한핵의학기술학회,핵의학 기술(The Korean journal of nuclear medicine technology),Vol.15 No.1 [2011],2011,Korean,Acetylcholine Receptor autoantibody(AChRAb) ;  Myasthenia gravis(MG),학술저널,113-116(4쪽)
65e6f52b7436f20b02adf19a,소 해면형 뇌증/사람 크로이츠휄트-야콥병 -매스컴 보도자료 스크랩 해설-,https://www.riss.kr/link?id=A101131912,강영배 ;  위성환 ;  이재길 ;  김인천,대한수의사회,대한수의사회지(Journal of the Korean Veterinary Medical Association),Vol.32 No.5 [1996],1996,Korean,학술저널,285-316(32쪽),ScienceON
65e6f52f7436f20b02adf19b,Design and Implementation of the Prevention System for Side Effects of Polypharmacy Components Utilizing Data Queuing Algorithm,https://www.riss.kr/link?id=A107932509,Jiwon Choi(최지원) ;  Chanjoo Kim(김찬주) ;  Yunhee Ko(고윤희) ;  Hyeji Im(임혜지) ;  Yoo-Jin Moon(문유진) ;  Reid McLain(뤼드 맥클레인),한국컴퓨터정보학회,韓國컴퓨터情報學會論文誌(Journal of the Korea society of computer and information),Vol.26 No.11 [2021],2021,English,Data Queuing Algorithm ;  Polypharmacy Components ;  Adverse Drug Reaction ;  Big Data ;  데이터 큐잉 알고리즘 ;  다약제 성분 ;  약물 부작용 ;  빅데이터,KCI등재,학술저널
65e6f5337436f20b02adf19c,대능형골에 발생한 유선상 과골증 = Melorheostosis of the Trapezium,https://www.riss.kr/link?id=A104762048,최현철 (가톨릭대학교) ;  정지한 (가톨릭대학교) ;  이주엽 (가톨릭대학교),대한수부외과학회,대한수부외과학회지(The Journal of the Korean Society for Surgery of the Hand),Vol.19 No.3 [2014],2014,Korean,유선상 과골증 ;  대능형골 ;  조직학적 소견 ;  Melorheostosis ;  Trapezium ;  Histology,KCI등재후보,학술저널
65e6f5377436f20b02adf19d,Smith-Magenis Syndrome (SMS) 환아의 증례 보고 = SMITH-MAGENS SYNDROME (SMS) : A CASE REPORT,https://www.riss.kr/link?id=A101471610,"김은영 (경희대학교 치과대학 소아치과학교실) ;  이긍호 (경희대학교 치과대학 소아치과학교실) ;  최영철 (경희대학교 치과대학 소아치과학교실) ;  Kim, Eun-Young ;  Lee, Keung-Ho ;  Choi, Yeong-Chul",대한소아치과학회(The Korean Academy of Pediatric Dentistry ),大韓小兒齒科學會誌(JOURNAL OF THE KOREAN ACADEMY OF PEDIATRIC DENTISTRY ),Vol.30 No.3 [2003],2003,Korean,행동 조절 ;  예방적 항생제,KCI등재,학술저널
65e6f53a7436f20b02adf19e,프로테우스 증후군 -증례 보고 = Proteus Syndrome -A Case Report-,https://www.riss.kr/link?id=A18778406,윤석주 (한국보훈병원 재활의학과) ;  유지연 (한국보훈병원 재활의학과) ;  이현숙 (한국보훈병원 재활의학과) ;  박영옥 (한국보훈병원 재활의학과),大韓再活醫學會,Annals of Rehabilitation Medicine,Vol.21 No.6 [1997],1997,Korean,Proteus syndrome ;  Hemihypertrophy ;  Macrodactyly,"SCOPUS,KCI등재",학술저널
65e6f53e7436f20b02adf19f,자궁선근증에 대한 임상 및 병리학적 관찰 = Clinical and Pathological Observation for Adenomyosis,https://www.riss.kr/link?id=A75599761,정학영(HY Chung),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.17 No.2 [1974],1974,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f5447436f20b02adf1a0,자궁선근증에서 발생한 선암 = Adenocarcinoma Arising in Adenomyosis,https://www.riss.kr/link?id=A18766279,양영일 (인제대학교 의과대학 병리학교실 부산백병원) ;  임인숙 (대한 임상의학연구소) ;  주종은 (노원을지병원 해부병리과),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.29 No.2 [1995],1995,Korean,Adenocarcinoma ;  Atypical hyperplasia ;  Adenomyosis2 Uterus,511.805,KCI등재
65e6f5477436f20b02adf1a1,홍소 발작 3 례 = Three Cases of Gelastic Seizure,https://www.riss.kr/link?id=A18771709,조정훈 (연세대학교 의과대학 신경과학교실) ;  김원주 (연세대학교 의과대학 신경과학교실) ;  김정연 (연세대학교 의과대학 신경과학교실) ;  이병인 (연세대학교 의과대학 신경과학교실),대한신경과학회,대한신경과학회지(Journal of the Korean Neurological Association),Vol.16 No.1 [1998],1998,Korean,513,KCI등재,학술저널
65e6f54b7436f20b02adf1a2,보건의료 학술연구를 위한 공공데이터의 이차 활용 법제개선에 관한 연구 : 생체 의료정보와 유전체정보를 중심으로 = A Study on Legal Framework for Secondary Use of Public Data in Scientific Research on Health : Focusing on Secondary Use of Bio·Medical Information and Genomics Data,https://www.riss.kr/link?id=A106442742,박미정 ( Park Mi-jeong ),한국의료법학회,한국의료법학회지(Korean Journal of Medicine and Law),Vol.24 No.2 [2016],2016,-,공공데이터 ;  이차 활용 ;  정보프라이버시 ;  생체·의료정보 ;  유전체정보 ;  Public Data ;  Secondary Use ;  Privacy ;  Bio·Medical Information ;  Genomics Data,KCI등재,학술저널
65e6f54f7436f20b02adf1a3,"뇌성마비아 어머니의 양육 스트레스, 우울 및 양생과의 관계 = Relationship Between Parenting Stress, Depression, and Yangsaeng in Mothers with Cerebral Palsy Children",https://www.riss.kr/link?id=A99667546,문진하 ( Jin Ha Moon ),경희대학교 동서의학연구소,동서간호학연구지(Journal of East-West Nursing Research),Vol.15 No.2 [2009],2009,Korean,뇌성마비아 ;  양육 ;  스트레스 ;  우울 ;  양생 ;  Cerebral palsy ;  Parenting ;  Stress ;  Depression ;  Health promotion,510,KCI등재후보
65e6f5537436f20b02adf1a4,급성 전골수성 백혈병환자에서 발생한 치료 관련 골수형성이상증 1예,https://www.riss.kr/link?id=A60249583,이영열 ;  민지연 ;  민승연,대한내과학회,대한내과학회 추계학술대회(N/A),Vol.2011 No.1 [2011],2011,Korean,513,학술저널,267-267(1쪽)
65e6f5577436f20b02adf1a5,난소의 유암 갑상선종 = Strumal Carcinoid of Ovary- Report of a case-,https://www.riss.kr/link?id=A18766092,연수경 (가톨릭대학교 의과대학 임상병리학교실) ;  이교영 (가톨릭대학교 의과대학 임상병리학교실) ;  강창석 (가톨릭대학교 의과대학 임상병리학교실) ;  심상인 (가톨릭대학교 의과대학 임상병리학교실) ;  김선무 (가톨릭대학교 의과대학 임상병리학교실),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.27 No.2 [1993],1993,Korean,Strumal carcinoid ;  Hybrid cell ;  Ovary,511.805,KCI등재
65e6f55a7436f20b02adf1a6,폐경색을 동반하고 육아종성 병변을 보인 우심방점액종 1예 보고 = Right Atrial Myxoma Showing Granulomatous Lesion with Pulmonary Infart -A case report -,https://www.riss.kr/link?id=A18766132,송건창 (연세대학교 원주의과대학 병리학교실) ;  정순희 (연세대학교 원주의과대학 병리학교실) ;  신동환 (연세대학교 의과대학 병리학교실),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.27 No.5 [1993],1993,Korean,Cardiac myxoma ;  Granulomatous lesion ;  Elastic fiber,511.805,KCI등재
65e6f55e7436f20b02adf1a7,좌관상동맥동과 비관상동맥동이 좌심실로 파열된 발살바동 동맥류 = Ruptured Sinus of a Valsalva Aneurysm into the Left Ventricle with the Rupture Site Communicating with the Left Coronary Sinus and the Left Noncoronary Sinus,https://www.riss.kr/link?id=A104649895,이홍규 (경북대학교) ;  김근직 (경북대학교) ;  이종태 (경북대학교),대한흉부외과학회,Journal of Chest Surgery (J Chest Surg)(The Korean Journal of Thoracic and Cardiovascular Surgery),Vol.42 No.1 [2009],2009,Korean,1. Sinus of Valsalva 2. Aortic regurgitation ;  1. Sinus of Valsalva 2. Aortic regurgitation ;  1. 발살바동 2. 대동맥 폐쇄부전,"KCI등재,SCOPUS",학술저널
65e6f5627436f20b02adf1a8,다발성 경화증의 업무상 재해 인정과 그 시사점 = 대법원 2017. 8. 29. 선고 2015두3867 판결을 중심으로,https://www.riss.kr/link?id=A103580650,전병주(Byeong-Joo Jeon),한국콘텐츠학회(The Korea Contents Society),한국콘텐츠학회논문지(The Journal of the Korea Contents Association),Vol.17 No.10 [2017],2017,Korean,다발성 경화증 ;  업무상 질병 ;  증명책임 ;  Multiple Sclerosis ;  Occupational Diseases ;  Burden of Proof,310,KCI등재
65e6f5667436f20b02adf1a9,출혈이 동반된 점막하 종양 형태로 나타난 췌장 고형 가유두상 종양 1예 = A Case of Solid Pseudopapillary Tumor of the Pancreas Presenting as a Submucosal Tumor with Hemorrhage,https://www.riss.kr/link?id=A101604522,김종한 (인제대학교) ;  이상헌 (인제대학교) ;  김지현 (인제의대) ;  최병진 (인제대학교) ;  송영진 (인제대학교) ;  최상분 (인제대학교) ;  이재익 (인제의대) ;  정수진 (인제대학교),대한소화기내시경학회,Clinical Endoscopy(Clinical Endoscopy),Vol.42 No.6 [2011],2011,Korean,Solid pseudopapillary tumor ;  Duodenal bleeding ;  Anemia ;  Submucosal tumor ;  고형 가유두상 종양 ;  십이지장 출혈 ;  빈혈 ;  점막하 종양,"KCI등재,SCOPUS,ESCI",학술저널
65e6f56c7436f20b02adf1aa,급성충수돌기염으로 발견된 위선암에서 전이된 충수돌기 선암 1예 = A Case of Metastatic Adenocarcinoma of the Appendix from Stomach Adenocarcinoma,https://www.riss.kr/link?id=A101604430,나경준 ;  이재영 ;  백현철 ;  김정훈 ;  배상훈 ;  김동현 ;  제인수 ;  권병표 ;  이태영 ;  김상현 ;  송철수 ;  김민석 ;  이진숙,대한소화기내시경학회,Clinical Endoscopy(Clinical Endoscopy),Vol.34 No.5 [2007],2007,-,"KCI등재,SCOPUS,ESCI",학술저널,http://www.gie.or.kr
65e6f5707436f20b02adf1ab,종설 : 동물의 전염성 해면형 뇌증 = Transmissible Spongiform Encephalopathies,https://www.riss.kr/link?id=A101131904,강영배 ;  권창희 ;  조상래 ;  이재진,대한수의사회,대한수의사회지(Journal of the Korean Veterinary Medical Association),Vol.32 No.4 [1996],1996,Korean,학술저널,206-219(14쪽),ScienceON
