_id,disease_korean_title,related_diseases,diseases_symptoms,cause_diseases
65dc4eb2da45daab46acda44,갈락토카이네이스결핍,제2형 갈락토오즈혈증\n(Galactosemia type 2 or GALK deficiency)\n갈락토스‑1‑인산 우리디릴 전달효소 결핍\n(Galactose-1 phosphate uridyl transferase deficiency)\n갈락토스-6-인산 에피머라제 결핍\n(Galactose-6-phosphate epimerase deficiency),백내장,"GALK1 gene mutation (chromosome 17q24), 상염색체 열성유전"
65dc4eb7da45daab46acda46,갈락토스혈증,고전적 갈락토스혈증\n갈락토스-1-인산염 유리딜 전이효소 결핍증\nGALT 결핍\n갈락토키나아제 결핍\n포도당 육 인산화 효소 결핍,"간비대, 고암모니아혈증, 기면, 백내장, 복수(ascites)가 차며, 부종(edema)이 생김, 설사, 성장지연, 신생아 시 수유부진, 황달, 간비대, 아미노산과 단백질이 소변으로 배출, 복수(ascites)가 차며, 부종(edema)이 생김, 설사, 기면, 성장지연, 고암모니아혈증, 패혈증, 백내장","상염색체 열성 형질로 유전, 9번 염색체의 짧은 팔에 위치(9p13)하고 있는 GALT 유전자에 이상"
65dc4eb9da45daab46acda48,갈락토스대사장애,갈락토스-1-인산염 유리딜 전이효소 결핍증\n(Galactose-1-phosphate uridyl transferase deficiency)\nGALT 결핍\n(GALT deficiency)\n갈락토키나아제 결핍\n(Galactokinase deficiency)\n포도당 육 인산화 효소 결핍\n(glucose 6-phosphate deficiency),"간비대, 고암모니아혈증, 기면, 백내장, 복수(ascites)가 차며, 부종(edema)이 생김, 설사, 성장지연, 신생아 시 수유부진, 황달, 간비대, 아미노산과 단백질이 소변으로 배출, 복수(ascites)가 차며, 부종(edema)이 생김, 설사, 기면, 성장지연, 고암모니아혈증, 패혈증, 백내장","상염색체 열성 형질로 유전, 9번 염색체의 짧은 팔에 위치(9p13)하고 있는 GALT 유전자에 이상"
65dc4ebcda45daab46acda4a,간인산화효소결핍,당원 축적병 제 6형\n(Glycogen storage disease 6 )\n글리코겐증 VI형\n( Glycogenosis Type VI )\n허스병\n( Hers disease )\n인산화 효소 결핍 글리코겐증\n( Hepatophosphorylase Deficiency Glycogenosis )\n인산화 효소 결핍 당원 축적병\n( Phosphorylase deficiency glycogen-storage disease of liver),"간비대증, 저혈당증, 성장지연, 근력약화",간인산화효소(Liver phosphorylase) 결핍
65dc4ebeda45daab46acda4c,글리코젠축적병,GSD 0a\nHypoglycemia with deficiency of glycogen synthetase in the liver\nLiver glycogen synthase deficiency\nLiver glycogen storage disease 0,"저혈당증, 간의 지방증",Glycogen synthase-2 효소결핍
65dc4ec1da45daab46acda4e,글리코젠축적병 1b형 A,글리코젠증 Ib형\n(Glycogenosis Type Ib)\n글루코오스-6-인산 트란스로케이스 결핍증\n(glucose-6-phosphate translocase deficiency),"호중구 감소증, 염증성 장질환, 저혈당, 젖산산증, 고요산혈증, 고지혈증",상염체성 열성
65dc4ec3da45daab46acda50,글리코젠합성효소결핍,간 글리코젠합성효소결핍\n(Liver glycogen synthase deficiency)\n간 글리코젠축적병 0a형\n(Liver glycogen storage disease type 0a),"저혈당증, 간의 지방증",Glycogen synthase 효소결핍
65dc4ec6da45daab46acda52,허스병,인산화 효소 결핍 글리코겐증\n(Hepatophosphorylase Deficiency Glycogenosis)\n간 인산화 효소 결핍증\n(Liver Phosphorylase Deficiency)\n인산화 효소 결핍 당원 축적병\n(Phosphorylase Deficiency Glycogen Storage Disease ),"간비대증, 성장지연, 저혈당증, 케톤산증",간인산화효소(Liver phosphorylase) 결핍
65dc4ec8da45daab46acda54,폼페병,심비대 글리코겐 확산증\n(Cardiomegalia Glycogenica Diffusa)\n전신성 글리코겐증\n(Generalized Glycogenosis)\n리소솜 글루코시다아제 결핍\n(Lysosomal Glucosidase Deficiency),"비대심장근육병증, 혀가 튀어나옴, 호흡기 이상, 심각한 호흡(기능)부전, 두통, 수면장애, 오심, 기좌호흡, 간비대","산 알파-글루코시다아제(Acid alpha-glucosidase)의 결핍, 상염색체 열성 형질로 유전"
65dc4ecbda45daab46acda56,폰기에르케병,간신글리코겐생성\n(Hepatorenal Glycogenosis)\n당원 축적병 IA형\n(Glycogen Storage Disease type IA)\n당원 축적병 IB형\n(Glycogen Storage Disease type IB ),"간비대(hepatomegaly), 성장지연, 자극과민성, 체중 감소, 피로","포도당-6-포스파타아제(Glucose-6-phosphatase)의 결핍, 상염색체 열성 형질로 유전"
65dc4eceda45daab46acda58,코리병,"아밀로-1,6-글루코시다아제 부족(결핍)증\n(Amylo-1,6-Glucosidase Deficiency)\n코리병\n(Cori Disease)\n가지제거 부족(결핍)증\n(Debrancher Deficiency)\n당원 축적병 III\n(Glycogen Storage Disease III)\n글리코겐증 III형\n(Glycogenosis Type III)\n한계 덱스트린증\n(Limit Dextrinosis)","간비대, 근육의 이완","아밀로-1,6-글루코시다아제(Amylo-1,6-glucosidase)가 부족, 상염색체 열성 형질로 유전"
65dc4ed3da45daab46acda5a,타루이병,맥아들병\n(McArdle disease or GSD V)\n폼페병\n(Pompe disease)\n포르브스병\n(Forbes disease or GSD3 ),"근육경련, 미오글로불린뇨증(Myoglobulinuria; 어두운색 소변), 신부전, 운동 후 통증, 피로, 빈혈",포스포프룩토키나아제(Phosphofructokinase)의 결핍
65dc4ed6da45daab46acda5c,코리병,"아밀로-1,6-글루코시다아제 부족(결핍)증\n(Amylo-1,6-Glucosidase Deficiency)\n코리병\n(Cori Disease)\n가지제거 부족(결핍)증\n(Debrancher Deficiency)\n당원 축적병 III\n(Glycogen Storage Disease III)\n글리코겐증 III형\n(Glycogenosis Type III)\n한계 덱스트린증\n(Limit Dextrinosis)","간비대, 근육의 이완","아밀로-1,6-글루코시다아제(Amylo-1,6-glucosidase)가 부족, 상염색체 열성 형질로 유전"
65dc4ed8da45daab46acda5e,맥아들병,"근육인산분해효소 결핍\n(myophosphorylase deficiency)\n5형 글리코젠 축척병\n(glycogen storage disease, GSD type 5)\n5형 글리코젠증\n(Type 5 glycogenosis)","운동불내성(exercise intolerance), 근육의 무력감",상염색체 열성 형질로 유전
65dc4edbda45daab46acda60,심장글리코젠증,"폼페병\n(Pompe’s disease )\n산성 말타아제 부족(결핍)증\n( Acid Maltase Deficiency )\n알파-1,4 글루코시데이스 부족(결핍)증\n( Alpha-1,4 Glucosidase Deficiency )\n심비대 글리코겐 확산증\n( Cardiomegalia Glycogenica Diffusa )\n전신성 글리코겐증\n( Generalized Glycogenosis )\n글리코겐증 II형\n( Glycogenosis Type II Lysosomal Glucosidase Deficiency )\n리소솜 글루코시다아제 결핍\n( Lysosomal Glucosidase Deficiency )\n선천적 심장 글리코겐축적병\n( Glycogen storage disease of heart, congenital )\n심장 포스포릴라아제키나아제 결핍\n( Phosphorylase kinase deficiency of heart)","비대심장근육병증, 심폐기능부전, 간비대, 설비대증, 근력약화","산 알파-글루코시다아제(Acid alpha-glucosidase)의 결핍, \n심장 포스포릴라아제키나아제(Phosphorylase kinase deficiency of heart) 결핍"
65dc4eddda45daab46acda62,안데르센병,아밀로펙틴증\n(Amylopectinosis)\n안더센 글리코겐증\n(Andersen Glycogenosis)\n가지제거 효소 결핍증\n(Brancher Deficiency)\n가지치기 효소 결핍증\n(Branching Enzyme Deficiency)\n글리코겐축적 병 IV\n(Glycogen Storage Disease IV)\n글리코겐증 IV형\n(Glycogenosis Type IV)\n성인 폴리글루코산체병\n(Adult Polyglucosan body disease ),"간ㆍ골격근ㆍ심장ㆍ신경계 ㆍ그 밖의 다른 신체 조직에 영향, 비정상적으로 간과 비장이 비대, 성장장애","당원 가지치기 효소(Glycogen branching enzyme)의 결핍, GBE1 유전자 돌연변이, 상염색체 열성으로 유전"
65dc4ee0da45daab46acda64,선천성 젖당분해효소결핍,유당불내증\n(Lactose Intolerance),"설사, 탈수","젖당분해효소결핍, LCT 유전자의 상염색체 열성 배선돌연변이"
65dc4ee2da45daab46acda66,베타아미노산대사장애,베타아미노산대사장애\n(Disorders of β-amino-acid metabolism )\n디히드로피리미딘탈수소효소결핍증\n( Dihydropyrimidine Dehydrogenase deficiency )\n디히드로피리미디나제 결핍증\n( Dihydropyrimidinase deficiency )\n베타우레이도프로피오나제 결핍증\n( β -Ureidopropionase deficiency )\nβ-alanine synthase deficiency,"- 디히드로피리미딘탈수소효소 결핍증: 인지장애, 경련, 높은 근긴장도, 자폐증, 소두증 등의 증상이 영아기 때부터 나타날 수 있고 무증상도 있음. 5-fluorouracil항암제에 대한 독성반응\n- 디히드로피리미디나제 결핍증: 인지장애, 경련, 5-fluorouracil항암제에 대한 독성반응, 성장부진, 소화기 증상 (구토, 역류, 수유장애), 무증상도 있음, 5-fluorouracil항암제에 대한 독성반응 \n- 베타우레이도프로피오나제 결핍증: β -Ureidopropionase deficiency (β-alanine synthase deficiency): 인지장애, 경련, 이상 운동, 수초화장애, 소뇌 저형성, 비뇨생식기 및 대장항문의 기형, 무증상도 있음",- 디히드로피리미딘탈수소효소 결핍증: DPYD 유전자의 돌연변이로 인해 디히드로피리미딘탈수소효소가 결핍\n- 디히드로피리미디나제 결핍증: DPYS 유전자의 돌연변이로 인해 디히드로피리미디나제 효소가 결핍\n- 베타우레이도프로피오나제 결핍증: URB1 유전자의 돌연변이로 인해 베타우레이도프로피오나제 효소가 결핍
65dc4ee5da45daab46acda68,감마글루타밀회로의 장애,감마글루타밀시스테인합성효소 결핍증\n(r-glutamyl cysteine synthetase deficiency )\n글루타티온합성효소 결핍증\n( Glutathione synthetase deficiency )\n5-옥소프롤린뇨증\n( 5-Oxoprolinuria )\n옥소프롤린라제 결핍증\n( Oxoprolinase deficiency )\n파이로글루타믹산뇨증\n( Pyroglutamic aciduria )\n감마글루타밀 펩티드 전이효소 결핍증\n( r-Glutamyl Transpeptidase deficiency),"용혈성 빈혈, 중추신경계 이상, 대사성 산증, 황달, 감염","내분비,영양 및 대사 질환"
65dc4ee7da45daab46acda6a,숙신알데히드 탈수소효소 결핍(증),4-하이드록시부티르산뇨증\n(4-hydroxybutyric aciduria)\n감마-하이드록시부티르산뇨증\n(Gamma-hydroxybutyric aciduria),"발달지연/발달장애. 행동장애, 인지장애, 운동 실조증, 저긴장증(영아기), 근육 경련, 근긴장이상, 수면장애, 표현 언어 장애, 뇌전증, 자해행동, 수면장애",ALDH5A1 유전자 변이로 인한 숙신알데히드 탈수효소의 결핍
65dc4eeada45daab46acda6c,비케톤고글라이신혈증,케톤성 고글리신혈증\n(Ketotic hyperglycinemia)\n고글리신뇨증\n(Hyperglycinuria)\nglycine encephalopathy,"성장장애, 근육 긴장 저하, 기면, 난치성의 발작, 혼수, 지적장애","glycine cleavage system (GCS)의 결함으로 인한 유전성 아미노산 대사장애, 상염색체 열성유전질환"
65dc4eeeda45daab46acda6e,사르코신혈증,없음,"대부분 무증상, 드물게 학습장애, 정서적 장애, 정신 지체",사르코신 탈수소화효소 결핍
65dc4ef1da45daab46acda70,글라이신대사장애,글라이신대사장애\n(Disorders of glycine metabolism )\n비케톤고글라이신혈증\n( Non-ketotic hyperglycinemia )\n글라이신 뇌병증\n( Glycine encephalopathy )\n디메틸글리신 탈수소효소 결핍증\n( Dimethylglycine dehydrogenase deficiency )\n고하이드록시프롤린혈증\n( Hyperhydroxyprolinaemia )\n고프롤린혈증\n( Hyperprolinaemia )\n사르코신혈증\n( Sarcosinemia),"-비케톤고글리신혈증: 기면, 처짐, 저긴장증, 딸꾹질, 비정상적 근간대성 경련, 수유 장애, 무호흡, 호습 장애, 발달 장애, 혼수, 사망, 발달 지연\n-디메틸글리신탈수소효소결핍증: 생선 비린내의 소변 냄새, CK상승이 동반된 근육피로\n-고하이드록시프롤린혈증: 무증상 \n-고프롤린혈증: 경련, 신장염, 언어지연, 인지장애, 행동장애, 청력상실, 백내장, 피부병편\n-사르코신혈증: 대부분 무증상, 드물게 정신지체, 행동장애, 신경학적증상","글라이신 대사 과정의 이상 \n-비케톤고글리신혈증: 글리신 분해효소의 결손으로 인한 체내의 글리신의 과다 농도가 신경 독성을 일으킴\n-디메틸글리신탈수소효소 결핍증: 글리신 전구 물질인 사르코신을 합성하는 효소의 결핍으로 전구 물질 축적\n-고하이드록시프롤린혈증: PRODH2/HYPDH유전자 변이로 인한 하이드록시프롤린탈수소효소의 선천적 결핍,\n-고프롤린혈증: 1형은 PRODH, 2형은 P5CDH, ALDH4A1의 유전자변이\n-사르코신혈증: 사르코신탈수소화효소 결핍"
65dc4ef3da45daab46acda72,고하이드록시프롤린혈증,글라이신대사장애\n(Disorders of glycine metabolism )\n고하이드록시프롤린혈증\n(Hyperhydroxyprolinemia )\n하이드록시프롤린혈증\n(Hydroxyprolinemia)\n4-hydroxy-L-proline oxidase deficiency,대개 증상이 없고 양성 경과,"PRODH2/HYPDH유전자 변이로 인한 하이드록시프롤린탈수소효소의 선천적 결핍,"
65dc4ef6da45daab46acda74,"고프롤린혈증(Ⅰ, Ⅱ형)","입천장심장얼굴 증후군\n(Velocardiofacial syndrome - DiGeorge, Shpritzen)","간질, 신장염, 언어지연, 자폐적 성향, 정신운동지체, 지적장애, 청력 상실, 행동장애, 점진적인 신경계 퇴행성변화, 백내장, 피부병변","상염색체열성, \n고프롤린혈증 1형: PRODH 유전자 변이(22q11.2)\n고프롤린혈증 2형: P5CDH, ALDH4A1 유전자 변이(1q36)"
65dc4ef8da45daab46acda76,오르니틴대사장애,"고암모니아혈증-고오르니틴혈증-호모시트룰린뇨증 증후군\n(Hyperammonemia-Hyperornithinemia-Homocitrullinuria [HHH] syndrome )\n제 1형 오르니틴혈증\n( Ornithinemia, types I )\n제 2형 오르니틴혈증\n( Ornithinemia, types II )\n오르니틴트랜스카바미라제 결핍\n( Ornithine transcarbamylase deficiency)","야맹증, 시야결손, 백내장, 망막이상, 실명, 고암모니아혈증, 정신지체","유전자(OAT, ORNT1, ALDH18A1, PYCR1, OTC gene 등) 돌연변이 로 인한 효소 기능 저하로 추정"
65dc4efbda45daab46acda78,오르니틴트랜스카바미라제결핍,요소회로계 대사이상증\n(Inborn error of urea cycle)\n요소회로대사장애\n(Disorders of urea cycle metabolism),"고암모니아혈증, 지적장애, 발육부전, 간비대, 혼수","ornithine transcarbamylase 효소 결핍, OTC 유전자 변이 (X-연관 유전)"
65dc4efdda45daab46acda7a,"오르니틴혈증(Ⅰ, Ⅱ형)","고암모니아혈증-고오르니틴혈증-호모시트룰린뇨증 증후군\n(Hyperammonemia-Hyperornithinemia-Homocitrullinemia [HHH] syndrome )\n제 1형 오르니틴혈증\n( Ornithinemia, types I )\n제 2형 오르니틴혈증\n( Ornithinemia, types II )\n오르니틴 아미노전환효소 결핍증\n( Ornithine Aminotransferase Deficiency )\n오르니틴트랜스카바미라제 결핍\n( Ornithine transcarbamylase deficiency)","야맹증, 시야결손, 백내장, 망막이상, 실명, 고암모니아혈증, 정신지체","유전자(ORNT1, OAT, ALDH18A1, PYCR1, OTC gene 등) 돌연변이 로 인한 효소 기능 저하로 추정"
65dc4f00da45daab46acda7c,글루타르산뇨,글루타르산뇨증 1형\n(Glutaric aciduria type 1)\n글루타르산뇨증 2형\n(Glutaric aciduria type 2)\n글루타르산혈증 1형\n(glutaric acidemia type 1)\n에틸말로닉-아디픽산뇨증\n(Ethylmalonic-adipic aciduria),대두증과 다양한 정도의 신경학적 증상,1형: 미토콘드리아의 glutaryl-CoA 탈수소효소(dehydrogenase)의 결핍\n2형: 전자전달 플라보단백 (ETF) 또는 ETF 탈수소효소의 결함
65dc4f02da45daab46acda7e,고라이신혈증,Familial hyperlisinemia\nHyperlysinemia type I\nLysine alpha-ketoglutarate reductase deficiency\nHyperlysinemia type II\nSaccharopine dehydrogenase activity,"발달지연, 혈중 및 뇌척수액에 라이신 증가, 사카로핀뇨증",alpha-aminoadipic semialdehyde synthase (AASS) 유전자의 돌연변이
65dc4f05da45daab46acda80,하이드록시라이신혈증,라이신 및 하이드록시라이신 대사장애\n(Disorders of lysine and hydroxylysine metabolism )\n하이드록시라이신뇨증\n( Hydroxylysinuria),"정신지체, 하이드록시라이신뇨증",유전자 돌연변이로 인한 효소 기능 저하로 추정
65dc4f0ada45daab46acda82,라이신 및 하이드록시라이신 대사장애,"글루타르산뇨증\n(Glutaric aciduria, Type I )\n글루타르산혈증\n( Glutaric acidemia, Type I )\n하이드록시라이신혈증\n( Hydroxylysinaemia )\n고라이신혈증\n( Hyperlysinaemia)","대두증, 급성 뇌증상(구토, 의식 이상, 경련 등), 저혈당, 케톤뇨증, 산혈증, 인지기능 장애, 근긴장저하증, 근긴장이상증, 이상운동질환",유전자 돌연변이로 인한 효소 기능 저하
65dc4f0cda45daab46acda84,아르지닌혈증,요소회로 이상증\n(urea cycle disease)\n요소회로대사장애\n(Disorders of urea cycle metabolism),"신체의 강직, 성장 속도의 저하, 진행성 발달 지연 및 정신 지체, 간질, 진전, 실조증, 소뇌증","아르기닌 분해 효소 결핍, ARG1 유전자의 돌연변이 (상염색체 열성유전)"
65dc4f0fda45daab46acda86,요소회로대사장애,카르바모일인산 합성효소 I 결핍증\n(Carbamoylphosphate synthetase I deficiency)\n오르니틴트랜스카바미라제결핍\n(Ornithine transcarbamylase deficiency)\n아르지닌숙신산뇨\n(Argininosuccinic aciduria)\n아르지닌숙신산 분해효소 결핍증\n(Argininosuccinic acid lyase deficiency)\n아르지닌혈증\n(Argininaemia),"고암모니아혈증, 지적장애, 발육부전, 간비대, 혼수","요소회로 효소 결핍, 유전자변이 (CPS1(carbamoyl-phosphate synthase 1, HGNC ID: 2323, 22.06. 기준), OTC(ornithine transcarbamylase, HGNC ID:　8512，22.06. 기준), ASS1(argininosuccinate synthase 1, HGNC ID: 758, 22.06. 기준), ASL(argininosuccinate lyase, HGNC ID: 746, 22.06. 기준), ARG1(arginase 1, HGNC ID: 663, 22.06. 기준) 중 하나)"
65dc4f11da45daab46acda88,고암모니아혈증,요소회로 결핍증\n(Urea cycle disorder )\n선천성 대사이상질환\n( In born error of metabolism )\n유기산 혈증\n( Organic acidemia),"구토, 기면, 혼돈, 실조, 혼수상태, 사망",효소 이상
65dc4f14da45daab46acda8a,아르지닌숙신산뇨,요소회로 이상증\n(urea cycle disease)\n요소회로대사장애\n(Disorders of urea cycle metabolism),"지적장애, 발육부전, 간비대, 혼수","argininosuccinic acid lyase (ASL) 효소 결핍, ASL(argininosuccinate lyase, HGNC ID: 746, 22.06. 기준) 유전자 변이"
65dc4f16da45daab46acda8c,시트룰린혈증,시트룰린혈증(CTLN)효소 (Argininosuccinate synthetase) 결핍증,"식욕부진, 구토, 빈호흡, 호흡부전, 혼수 기면상태",상염색체 열성 유전
65dc4f19da45daab46acda8e,아황산염산화효소결핍,없음,"경련, 발달장애, 근긴장도감소, 수정체의 이탈, 정신운동지체","SUOX 유전자 변이, 상염색체 열성유전"
65dc4f1bda45daab46acda90,유황함유아미노산대사장애,호모시스틴뇨증\n(Homocystinuria )\n메틸테트라히드로폴레이트 환원효소 결핍증\n( Methylenetetrahydrofolate reductase deficiency )\n몰리브덴 조효소 결핍증\n( Molybdenum cofactor deficiency )\n아황산염 산화효소 결핍증\n( Sulfate oxidase deficiency )\n글루타티온 합성효소 결핍증\n( Glutathione synthase deficiency),"질환마다 상이. 신경계 이상, 골격계 이상 등","효소 이상, 조효소 부족"
65dc4f1eda45daab46acda92,호모시스틴뇨,시스타치오닌 합성효소 결핍증,"지능장애, 경련, 골격이상, 안과적이상, 동정맥의 혈전증",시스타치오닌의 결핍
65dc4f20da45daab46acda94,고호모시스테인혈증,유황함유아미노산대사장애\n(Disorders of sulfur-bearing amino-acid metabolism)\n호모시스틴뇨\n(homocysinuria),"전신통, 관상동맥질환, 뇌경색, 말초동맥경화증, 심부정맥혈전증 및 폐색전증","유전자이상, 약물, 비타민 결핍"
65dc4f25da45daab46acda96,메타이오닌혈증,고호모시스테인혈증\n(hyperhomocysteinemia)\n유황함유아미노산대사장애호모시스틴뇨\n(Disorders of sulfur-bearing amino-acid metabolism)\n일과성 고메티오닌 혈증\n(homocysinuria),"발육지연, 소화장애, 지능저하, 식욕저하",MAT1A 유전자 돌연변이에 의한 메티오닌 아데노실 전이효소 결핍
65dc4f28da45daab46acda98,시스타타이오닌뇨증,유황함유아미노산대사장애\n(Disorders of sulfur-bearing amino-acid metabolism)\n호모시스틴뇨\n(homocysinuria)\n메타이오닌혈증\n(Methioninaemia),"걸음걸이의 이상, 지능저하, 응고장애",CTH유전자 돌연변이
65dc4f2ada45daab46acda9a,판코니(-드토니)(-드브레)증후군,Type II 신세뇨관 산증\n(Type II renal tubular acidosis)\n근위 신세뇨관 산증\n(proximal renal tubular acidosis),"다뇨, 다갈, 탈수, 구루병, 성장지연, 혈액 산성화, 전해질 불균형","유전성, 선천성, 후천성 등 다양함"
65dc4f2dda45daab46acda9c,시스틴증,신장병성 시스틴축적증\n(Nephropathic Cystinosis)\n중등도 시스틴축적증\n(Intermediate Cystinosis)\n비-신장병성 시스틴축적증\n(non-nephropathic cystinosis)\n신장 판코니 증후군\n(Renal Fanconi syndrome)\n리냑-판코니 증후군\n(Lignac-Fanconi Syndrome),"3가지 임상형이 존재함\n1) 신장병성 시스틴증 (Nephropathic Cystinosis): 신세뇨관 판코니증후군, 성장지연, 구루병, 신사구체이상, 신부전, 눈 결막이상\n2) 중등도 시스틴증(Intermediate Cystinosis): 신장병성 시스틴증과 같은 증상을 보이지만 더 늦은 나이에 발병\n3)비-신장병성 시스틴증 (non-nephropathic cystinosis),: 신장 증상 없이 눈 결막 이상만 있음. 눈이 가렵고 화끈거림, 시스틴이 눈의 결막과 망막에 쌓여 빛에 민감해짐",CTNS 유전자 변이 (상염색체 열성 유전)로 시스틴이 몸에 축적됨
65dc4f2fda45daab46acda9e,시스틴증,신장병성 시스틴축적증\n(Nephropathic Cystinosis)\n중등도 시스틴축적증\n(Intermediate Cystinosis)\n비-신장병성 시스틴축적증\n(non-nephropathic cystinosis)\n신장 판코니 증후군\n(Renal Fanconi syndrome)\n리냑-판코니 증후군\n(Lignac-Fanconi Syndrome),"3가지 임상형이 존재함\n1) 신장병성 시스틴증 (Nephropathic Cystinosis): 신세뇨관 판코니증후군, 성장지연, 구루병, 신사구체이상, 신부전, 눈 결막이상\n2) 중등도 시스틴증(Intermediate Cystinosis): 신장병성 시스틴증과 같은 증상을 보이지만 더 늦은 나이에 발병\n3)비-신장병성 시스틴증 (non-nephropathic cystinosis),: 신장 증상 없이 눈 결막 이상만 있음. 눈이 가렵고 화끈거림, 시스틴이 눈의 결막과 망막에 쌓여 빛에 민감해짐",CTNS 유전자 변이 (상염색체 열성 유전)로 시스틴이 몸에 축적됨
65dc4f32da45daab46acdaa0,아미노산운반장애,시스틴뇨증\n(Cystinuria )\n리신뇨성 단백질불내증\n( Lysinuric protein intolerance )\n하르트넙병\n( Hartnup disease),"질환마다 상이. 요로결석, 고암모니아혈증, 다장기부전, 소뇌실조, 피부병 등",효소 이상
65dc4f34da45daab46acdaa2,시스틴뇨증,시스틴 라이신 아르기닌 오르니틴뇨증\n(Cystine-Lysine-Arginine-Ornithinuria)\n이염기 아미노산뇨증을 동반한 시스틴뇨증\n(Cystinuria with Dibasic Aminoaciduria),"요로결석으로 인한 신산통, 재발성 요로결석","시스틴과 이염기 아미노산의 이동의 장애, SLC3A1 또는 SLC7A9 유전자 변이"
65dc4f37da45daab46acdaa4,로베증후군,Oculocerebrorenal syndrome of Lowe\nOculocerebrorenal syndrome,"선천성 백내장, 영아기 녹내장, 신생아나 유아기의 근육긴장저하, 지적/발달장애, 신세뇨관 기능장애",OCRL유전자 돌연변이
65dc4f39da45daab46acdaa6,하르트넙병,트립토판 피롤라제 결핍\n(Tryptophan Pyrrolase Deficiency),"경축, 근육 운동 조정 장애, 복시, 설사와 피로, 지적장애, 조음곤란증(말더듬증: Dysarthria), 햇빛에 노출되는 부위의 홍반, 수포, 색소침착",SLC6A19 유전자 돌연변이에 의해 소장과 신장에서 중성 아미노산의 이송에 문제가 생겨 발생
65dc4f3cda45daab46acdaa8,근육카르니틴팔미틸트란스퍼레이스결핍,없음,"간, 신장 등의 기능에 장애, 검붉은 갈색 소변, 근육 조직이 분해(횡문근 융해: Rhabdomyolysis), 근육경직","상염색체 열성 유전 질환으로 추측, 1형은「CPTase 1」의 생산을 조절하는 유전자의 손상, 2형은 「CPTase 2」의 생산을 조절하는 유전자의 손상"
65dc4f41da45daab46acdaaa,지방산대사장애,카르니틴 회로 이상\n(Carnitine Cycle Defect )\n베타 산화 이상\n( ß-Oxidation Defect )\n전자전달계 이상\n( Electron Transfer Defects )\n케톤생성계 이상\n( Ketogenesis Defects),"뇌증, 심부정맥, 심근염, 횡문근 용해증",효소 이상
65dc4f43da45daab46acdaac,장쇄수산화아실코에이탈수소효소결핍증(VLCAD),장쇄 수산화 acyl-CoA 탈수소효소 결핍증\n(Long chain 3-hydroxy acyl-CoA dehydrogenase (LCHAD) deficiency),"근력저하, 망막병증, 저혈당증",HADHA 유전자의 돌연변이
65dc4f46da45daab46acdaae,부신백질디스트로피[애디슨-쉴더],뇌경화증을 동반한 애디슨병\n(Addison disease with cerebral sclerosis)\n부신척수신경병증\n(Adrenomyeloneuropathy)\n성인기 증상발현 애디슨-쉴더 병\n(Adult Onset ALD)\n브론즈-쉴더 병\n(Bronze Schilder`s Disease)\n미만성 축삭주위 뇌염\n(Encephalitis Periaxialis Diffusa)\n멜라닌 백색질형성장애증\n(Melanodermic Leukodystrophy)\n말이집탈락성 광범위 경화증\n(Myelinoclastic Diffuse Sclerosis)\n쉴더병\n(Schilder Disease)\n쉴더 뇌염\n(Schilder Encephalitis),"경증 말초 신경병증, 근육 강직, 근육을 조화롭게 움직일 수 있는 기능의 상실, 진행되는 경직성 부분 마비",X-연관(X-linked) 또는 ABCD1 유전자 상염색체 열성 유전
65dc4f48da45daab46acdab0,아이소발레린산혈증,메틸말론산증\n(Methylmalonic acidemia)\n프로피온산뇨증\n(Propionic acidemia)\n단풍당밀뇨증\n(Maple syrup urine disease (MSUD)),"구토, 식욕 감퇴, 케토산증(Ketoacidosis), 항상 힘이 빠진 듯한 모습","IVD 유전자 돌연변이 상염색체 열성 유전, 이소길초산 CoA 탈수소효소(Isovaleric acid CoA dehydrogenase) 결핍"
65dc4f4bda45daab46acdab2,프로피온산혈증,"1형 프로피온산혈증 또는 PCCA결핍\n(Propionic acidema, type I-PCCA deficiency)\n2형 프로피온산혈증 또는 PCCB결핍\n(Propionic acidemia, type II-PCCB deficiency)","구토, 근육 긴장성 저하, 무기력, 발작, 성장장애, 탈수증","프로피온 CoA 카르복실라아제(Propionyl CoA carboxylase) 결핍\nPCCA, PCCB 유전자 상염색체 열성 유전"
65dc4f4dda45daab46acdab4,메틸말론산혈증,메탄말소닌산뇨증\n(Methylmalonic Acidemia)\n메틸 말론산 뇨증\n(Methylmalonic Aciduria),"경련, 고암모니아혈증, 대사산증, 무기력감, 발달지연, 성장장애, 잦은 구토, 저혈당",상염색체 열성 유전
65dc4f50da45daab46acdab6,고발린혈증,발린혈증\n(Valinemia)\n발린 전환효소 결핍증\n(Valine Transaminase Deficiency),"구토, 대사산증, 성장장애, 식욕부진, 혼수",발린 전이효소(valine transaminase)의 부족
65dc4f52da45daab46acdab8,고류신-이소류신혈증,분지사슬아미노산 대사이상\n(Disorder of branched-chain amino acid metabolism )\n단풍단뇨증\n( Maple syrup urine disease),"두통, 청력이상, 지능저하, 경련",효소 이상
